task,response,choices,domain,response_type,id,sequence,rt,enc_task,enc_response,gender,education,guessed,task_opinion1,effort_finding_answer,like_syllog,strategy,strategy_description,quantifier_most,tired,attentive,certain,serious_participation,study_comment,similar_experiments,session
Some not;actuaries;opticians/No;actuaries;boxers,NVC,All;opticians;boxers|All;boxers;opticians|No;opticians;boxers|No;boxers;opticians|Some;opticians;boxers|Some;boxers;opticians|Some not;opticians;boxers|Some not;boxers;opticians|Most;opticians;boxers|Most;boxers;opticians|Most not;opticians;boxers|Most not;boxers;opticians|NVC,syllogistic-generalized,single-choice,participant_2,68,1719.0,OE4,NVC,male,doctorate,5,50,75,50,yes,just imagined the groups in my head,no,10,90,50,yes,none,no,2
Some not;bankers;teachers/Most not;golfers;bankers,NVC,All;teachers;golfers|All;golfers;teachers|No;teachers;golfers|No;golfers;teachers|Some;teachers;golfers|Some;golfers;teachers|Some not;teachers;golfers|Some not;golfers;teachers|Most;teachers;golfers|Most;golfers;teachers|Most not;teachers;golfers|Most not;golfers;teachers|NVC,syllogistic-generalized,single-choice,participant_2,69,1492.0,OD2,NVC,male,doctorate,5,50,75,50,yes,just imagined the groups in my head,no,10,90,50,yes,none,no,2
All;skaters;poets/All;miners;poets,All;miners;skaters,All;skaters;miners|All;miners;skaters|No;skaters;miners|No;miners;skaters|Some;skaters;miners|Some;miners;skaters|Some not;skaters;miners|Some not;miners;skaters|Most;skaters;miners|Most;miners;skaters|Most not;skaters;miners|Most not;miners;skaters|NVC,syllogistic-generalized,single-choice,participant_2,70,4023.0,AA3,Aca,male,doctorate,5,50,75,50,yes,just imagined the groups in my head,no,10,90,50,yes,none,no,2
Most;packers;tutors/Some;butchers;tutors,NVC,All;packers;butchers|All;butchers;packers|No;packers;butchers|No;butchers;packers|Some;packers;butchers|Some;butchers;packers|Some not;packers;butchers|Some not;butchers;packers|Most;packers;butchers|Most;butchers;packers|Most not;packers;butchers|Most not;butchers;packers|NVC,syllogistic-generalized,single-choice,participant_2,71,1145.0,TI3,NVC,male,doctorate,5,50,75,50,yes,just imagined the groups in my head,no,10,90,50,yes,none,no,2
Most;climbers;tellers/All;climbers;doctors,Most;doctors;tellers,All;tellers;doctors|All;doctors;tellers|No;tellers;doctors|No;doctors;tellers|Some;tellers;doctors|Some;doctors;tellers|Some not;tellers;doctors|Some not;doctors;tellers|Most;tellers;doctors|Most;doctors;tellers|Most not;tellers;doctors|Most not;doctors;tellers|NVC,syllogistic-generalized,single-choice,participant_2,72,3311.0,TA4,Tca,male,doctorate,5,50,75,50,yes,just imagined the groups in my head,no,10,90,50,yes,none,no,2
All;carpenters;divers/Most;linguists;carpenters,Most;linguists;divers,All;divers;linguists|All;linguists;divers|No;divers;linguists|No;linguists;divers|Some;divers;linguists|Some;linguists;divers|Some not;divers;linguists|Some not;linguists;divers|Most;divers;linguists|Most;linguists;divers|Most not;divers;linguists|Most not;linguists;divers|NVC,syllogistic-generalized,single-choice,participant_2,73,2869.0,AT2,Tca,male,doctorate,5,50,75,50,yes,just imagined the groups in my head,no,10,90,50,yes,none,no,2
Some not;painters;actors/Some;actors;workers,NVC,All;painters;workers|All;workers;painters|No;painters;workers|No;workers;painters|Some;painters;workers|Some;workers;painters|Some not;painters;workers|Some not;workers;painters|Most;painters;workers|Most;workers;painters|Most not;painters;workers|Most not;workers;painters|NVC,syllogistic-generalized,single-choice,participant_2,74,1363.0,OI1,NVC,male,doctorate,5,50,75,50,yes,just imagined the groups in my head,no,10,90,50,yes,none,no,2
Some not;painters;workers/All;actors;workers,Most;actors;painters,All;painters;actors|All;actors;painters|No;painters;actors|No;actors;painters|Some;painters;actors|Some;actors;painters|Some not;painters;actors|Some not;actors;painters|Most;painters;actors|Most;actors;painters|Most not;painters;actors|Most not;actors;painters|NVC,syllogistic-generalized,single-choice,participant_2,75,2120.0,OA3,Tca,male,doctorate,5,50,75,50,yes,just imagined the groups in my head,no,10,90,50,yes,none,no,2
Most;fencers;engineers/Most;campers;fencers,Some;campers;engineers,All;engineers;campers|All;campers;engineers|No;engineers;campers|No;campers;engineers|Some;engineers;campers|Some;campers;engineers|Some not;engineers;campers|Some not;campers;engineers|Most;engineers;campers|Most;campers;engineers|Most not;engineers;campers|Most not;campers;engineers|NVC,syllogistic-generalized,single-choice,participant_2,76,2777.0,TT2,Ica,male,doctorate,5,50,75,50,yes,just imagined the groups in my head,no,10,90,50,yes,none,no,2
Most not;architects;trainers/All;architects;designers,Some;designers;trainers,All;trainers;designers|All;designers;trainers|No;trainers;designers|No;designers;trainers|Some;trainers;designers|Some;designers;trainers|Some not;trainers;designers|Some not;designers;trainers|Most;trainers;designers|Most;designers;trainers|Most not;trainers;designers|Most not;designers;trainers|NVC,syllogistic-generalized,single-choice,participant_2,77,2432.0,DA4,Ica,male,doctorate,5,50,75,50,yes,just imagined the groups in my head,no,10,90,50,yes,none,no,2
All;secretaries;agents/Some;brokers;secretaries,Some;brokers;agents,All;agents;brokers|All;brokers;agents|No;agents;brokers|No;brokers;agents|Some;agents;brokers|Some;brokers;agents|Some not;agents;brokers|Some not;brokers;agents|Most;agents;brokers|Most;brokers;agents|Most not;agents;brokers|Most not;brokers;agents|NVC,syllogistic-generalized,single-choice,participant_2,78,2383.0,AI2,Ica,male,doctorate,5,50,75,50,yes,just imagined the groups in my head,no,10,90,50,yes,none,no,2
Some;butchers;packers/No;tutors;butchers,NVC,All;packers;tutors|All;tutors;packers|No;packers;tutors|No;tutors;packers|Some;packers;tutors|Some;tutors;packers|Some not;packers;tutors|Some not;tutors;packers|Most;packers;tutors|Most;tutors;packers|Most not;packers;tutors|Most not;tutors;packers|NVC,syllogistic-generalized,single-choice,participant_2,79,1117.0,IE2,NVC,male,doctorate,5,50,75,50,yes,just imagined the groups in my head,no,10,90,50,yes,none,no,2
Some;managers;clerks/Some;clerks;models,NVC,All;managers;models|All;models;managers|No;managers;models|No;models;managers|Some;managers;models|Some;models;managers|Some not;managers;models|Some not;models;managers|Most;managers;models|Most;models;managers|Most not;managers;models|Most not;models;managers|NVC,syllogistic-generalized,single-choice,participant_2,80,1343.0,II1,NVC,male,doctorate,5,50,75,50,yes,just imagined the groups in my head,no,10,90,50,yes,none,no,2
Some;mayors;swimmers/Most;mayors;cooks,NVC,All;swimmers;cooks|All;cooks;swimmers|No;swimmers;cooks|No;cooks;swimmers|Some;swimmers;cooks|Some;cooks;swimmers|Some not;swimmers;cooks|Some not;cooks;swimmers|Most;swimmers;cooks|Most;cooks;swimmers|Most not;swimmers;cooks|Most not;cooks;swimmers|NVC,syllogistic-generalized,single-choice,participant_2,81,1190.0,IT4,NVC,male,doctorate,5,50,75,50,yes,just imagined the groups in my head,no,10,90,50,yes,none,no,2
All;drillers;nurses/No;nurses;actors,No;actors;drillers,All;drillers;actors|All;actors;drillers|No;drillers;actors|No;actors;drillers|Some;drillers;actors|Some;actors;drillers|Some not;drillers;actors|Some not;actors;drillers|Most;drillers;actors|Most;actors;drillers|Most not;drillers;actors|Most not;actors;drillers|NVC,syllogistic-generalized,single-choice,participant_2,82,3349.0,AE1,Eca,male,doctorate,5,50,75,50,yes,just imagined the groups in my head,no,10,90,50,yes,none,no,2
Most not;tailors;singers/No;pilots;singers,NVC,All;tailors;pilots|All;pilots;tailors|No;tailors;pilots|No;pilots;tailors|Some;tailors;pilots|Some;pilots;tailors|Some not;tailors;pilots|Some not;pilots;tailors|Most;tailors;pilots|Most;pilots;tailors|Most not;tailors;pilots|Most not;pilots;tailors|NVC,syllogistic-generalized,single-choice,participant_2,83,1111.0,DE3,NVC,male,doctorate,5,50,75,50,yes,just imagined the groups in my head,no,10,90,50,yes,none,no,2
Most;fencers;campers/Most not;engineers;campers,NVC,All;fencers;engineers|All;engineers;fencers|No;fencers;engineers|No;engineers;fencers|Some;fencers;engineers|Some;engineers;fencers|Some not;fencers;engineers|Some not;engineers;fencers|Most;fencers;engineers|Most;engineers;fencers|Most not;fencers;engineers|Most not;engineers;fencers|NVC,syllogistic-generalized,single-choice,participant_2,84,1392.0,TD3,NVC,male,doctorate,5,50,75,50,yes,just imagined the groups in my head,no,10,90,50,yes,none,no,2
Most not;nurses;actors/No;drillers;nurses,NVC,All;actors;drillers|All;drillers;actors|No;actors;drillers|No;drillers;actors|Some;actors;drillers|Some;drillers;actors|Some not;actors;drillers|Some not;drillers;actors|Most;actors;drillers|Most;drillers;actors|Most not;actors;drillers|Most not;drillers;actors|NVC,syllogistic-generalized,single-choice,participant_2,85,1482.0,DE2,NVC,male,doctorate,5,50,75,50,yes,just imagined the groups in my head,no,10,90,50,yes,none,no,2
Most not;assistants;scholars/Most not;farmers;scholars,NVC,All;assistants;farmers|All;farmers;assistants|No;assistants;farmers|No;farmers;assistants|Some;assistants;farmers|Some;farmers;assistants|Some not;assistants;farmers|Some not;farmers;assistants|Most;assistants;farmers|Most;farmers;assistants|Most not;assistants;farmers|Most not;farmers;assistants|NVC,syllogistic-generalized,single-choice,participant_2,86,1338.0,DD3,NVC,male,doctorate,5,50,75,50,yes,just imagined the groups in my head,no,10,90,50,yes,none,no,2
Some;divers;carpenters/Most;linguists;divers,NVC,All;carpenters;linguists|All;linguists;carpenters|No;carpenters;linguists|No;linguists;carpenters|Some;carpenters;linguists|Some;linguists;carpenters|Some not;carpenters;linguists|Some not;linguists;carpenters|Most;carpenters;linguists|Most;linguists;carpenters|Most not;carpenters;linguists|Most not;linguists;carpenters|NVC,syllogistic-generalized,single-choice,participant_2,87,7430.0,IT2,NVC,male,doctorate,5,50,75,50,yes,just imagined the groups in my head,no,10,90,50,yes,none,no,2
No;chefs;runners/All;scientists;runners,No;scientists;chefs,All;chefs;scientists|All;scientists;chefs|No;chefs;scientists|No;scientists;chefs|Some;chefs;scientists|Some;scientists;chefs|Some not;chefs;scientists|Some not;scientists;chefs|Most;chefs;scientists|Most;scientists;chefs|Most not;chefs;scientists|Most not;scientists;chefs|NVC,syllogistic-generalized,single-choice,participant_2,88,2712.0,EA3,Eca,male,doctorate,5,50,75,50,yes,just imagined the groups in my head,no,10,90,50,yes,none,no,2
No;therapists;climbers/Some not;therapists;skaters,NVC,All;climbers;skaters|All;skaters;climbers|No;climbers;skaters|No;skaters;climbers|Some;climbers;skaters|Some;skaters;climbers|Some not;climbers;skaters|Some not;skaters;climbers|Most;climbers;skaters|Most;skaters;climbers|Most not;climbers;skaters|Most not;skaters;climbers|NVC,syllogistic-generalized,single-choice,participant_2,89,1897.0,EO4,NVC,male,doctorate,5,50,75,50,yes,just imagined the groups in my head,no,10,90,50,yes,none,no,2
All;athletes;lawyers/Some not;hunters;lawyers,Most;hunters;athletes,All;athletes;hunters|All;hunters;athletes|No;athletes;hunters|No;hunters;athletes|Some;athletes;hunters|Some;hunters;athletes|Some not;athletes;hunters|Some not;hunters;athletes|Most;athletes;hunters|Most;hunters;athletes|Most not;athletes;hunters|Most not;hunters;athletes|NVC,syllogistic-generalized,single-choice,participant_2,90,3384.0,AO3,Tca,male,doctorate,5,50,75,50,yes,just imagined the groups in my head,no,10,90,50,yes,none,no,2
All;sailors;chemists/Some not;potters;sailors,Most;potters;chemists,All;chemists;potters|All;potters;chemists|No;chemists;potters|No;potters;chemists|Some;chemists;potters|Some;potters;chemists|Some not;chemists;potters|Some not;potters;chemists|Most;chemists;potters|Most;potters;chemists|Most not;chemists;potters|Most not;potters;chemists|NVC,syllogistic-generalized,single-choice,participant_2,91,3755.0,AO2,Tca,male,doctorate,5,50,75,50,yes,just imagined the groups in my head,no,10,90,50,yes,none,no,2
Some not;artists;surfers/All;surfers;planners,Most;planners;artists,All;artists;planners|All;planners;artists|No;artists;planners|No;planners;artists|Some;artists;planners|Some;planners;artists|Some not;artists;planners|Some not;planners;artists|Most;artists;planners|Most;planners;artists|Most not;artists;planners|Most not;planners;artists|NVC,syllogistic-generalized,single-choice,participant_2,92,2253.0,OA1,Tca,male,doctorate,5,50,75,50,yes,just imagined the groups in my head,no,10,90,50,yes,none,no,2
Most;porters;brewers/No;judges;brewers,NVC,All;porters;judges|All;judges;porters|No;porters;judges|No;judges;porters|Some;porters;judges|Some;judges;porters|Some not;porters;judges|Some not;judges;porters|Most;porters;judges|Most;judges;porters|Most not;porters;judges|Most not;judges;porters|NVC,syllogistic-generalized,single-choice,participant_2,93,1255.0,TE3,NVC,male,doctorate,5,50,75,50,yes,just imagined the groups in my head,no,10,90,50,yes,none,no,2
Most;athletes;hunters/Some;athletes;lawyers,NVC,All;hunters;lawyers|All;lawyers;hunters|No;hunters;lawyers|No;lawyers;hunters|Some;hunters;lawyers|Some;lawyers;hunters|Some not;hunters;lawyers|Some not;lawyers;hunters|Most;hunters;lawyers|Most;lawyers;hunters|Most not;hunters;lawyers|Most not;lawyers;hunters|NVC,syllogistic-generalized,single-choice,participant_2,94,1199.0,TI4,NVC,male,doctorate,5,50,75,50,yes,just imagined the groups in my head,no,10,90,50,yes,none,no,2
Some;investors;barbers/Some;investors;jugglers,NVC,All;barbers;jugglers|All;jugglers;barbers|No;barbers;jugglers|No;jugglers;barbers|Some;barbers;jugglers|Some;jugglers;barbers|Some not;barbers;jugglers|Some not;jugglers;barbers|Most;barbers;jugglers|Most;jugglers;barbers|Most not;barbers;jugglers|Most not;jugglers;barbers|NVC,syllogistic-generalized,single-choice,participant_2,95,1160.0,II4,NVC,male,doctorate,5,50,75,50,yes,just imagined the groups in my head,no,10,90,50,yes,none,no,2
Most not;dentists;plumbers/No;dentists;lifeguards,NVC,All;plumbers;lifeguards|All;lifeguards;plumbers|No;plumbers;lifeguards|No;lifeguards;plumbers|Some;plumbers;lifeguards|Some;lifeguards;plumbers|Some not;plumbers;lifeguards|Some not;lifeguards;plumbers|Most;plumbers;lifeguards|Most;lifeguards;plumbers|Most not;plumbers;lifeguards|Most not;lifeguards;plumbers|NVC,syllogistic-generalized,single-choice,participant_2,96,1007.0,DE4,NVC,male,doctorate,5,50,75,50,yes,just imagined the groups in my head,no,10,90,50,yes,none,no,2
Most not;riders;counselors/All;counselors;joggers,Some;joggers;riders,All;riders;joggers|All;joggers;riders|No;riders;joggers|No;joggers;riders|Some;riders;joggers|Some;joggers;riders|Some not;riders;joggers|Some not;joggers;riders|Most;riders;joggers|Most;joggers;riders|Most not;riders;joggers|Most not;joggers;riders|NVC,syllogistic-generalized,single-choice,participant_2,97,9551.0,DA1,Ica,male,doctorate,5,50,75,50,yes,just imagined the groups in my head,no,10,90,50,yes,none,no,2
Some not;judges;brewers/Some not;judges;porters,Some;porters;brewers,All;brewers;porters|All;porters;brewers|No;brewers;porters|No;porters;brewers|Some;brewers;porters|Some;porters;brewers|Some not;brewers;porters|Some not;porters;brewers|Most;brewers;porters|Most;porters;brewers|Most not;brewers;porters|Most not;porters;brewers|NVC,syllogistic-generalized,single-choice,participant_2,98,3712.0,OO4,Ica,male,doctorate,5,50,75,50,yes,just imagined the groups in my head,no,10,90,50,yes,none,no,2
Most;writers;drivers/All;hikers;writers,Most;hikers;drivers,All;drivers;hikers|All;hikers;drivers|No;drivers;hikers|No;hikers;drivers|Some;drivers;hikers|Some;hikers;drivers|Some not;drivers;hikers|Some not;hikers;drivers|Most;drivers;hikers|Most;hikers;drivers|Most not;drivers;hikers|Most not;hikers;drivers|NVC,syllogistic-generalized,single-choice,participant_2,99,3493.0,TA2,Tca,male,doctorate,5,50,75,50,yes,just imagined the groups in my head,no,10,90,50,yes,none,no,2
Some not;cooks;swimmers/Most not;swimmers;mayors,NVC,All;cooks;mayors|All;mayors;cooks|No;cooks;mayors|No;mayors;cooks|Some;cooks;mayors|Some;mayors;cooks|Some not;cooks;mayors|Some not;mayors;cooks|Most;cooks;mayors|Most;mayors;cooks|Most not;cooks;mayors|Most not;mayors;cooks|NVC,syllogistic-generalized,single-choice,participant_2,100,1524.0,OD1,NVC,male,doctorate,5,50,75,50,yes,just imagined the groups in my head,no,10,90,50,yes,none,no,2
Most;counselors;riders/Most;riders;joggers,Some;joggers;counselors,All;counselors;joggers|All;joggers;counselors|No;counselors;joggers|No;joggers;counselors|Some;counselors;joggers|Some;joggers;counselors|Some not;counselors;joggers|Some not;joggers;counselors|Most;counselors;joggers|Most;joggers;counselors|Most not;counselors;joggers|Most not;joggers;counselors|NVC,syllogistic-generalized,single-choice,participant_2,101,2371.0,TT1,Ica,male,doctorate,5,50,75,50,yes,just imagined the groups in my head,no,10,90,50,yes,none,no,2
Some not;boxers;typists/No;dancers;typists,NVC,All;boxers;dancers|All;dancers;boxers|No;boxers;dancers|No;dancers;boxers|Some;boxers;dancers|Some;dancers;boxers|Some not;boxers;dancers|Some not;dancers;boxers|Most;boxers;dancers|Most;dancers;boxers|Most not;boxers;dancers|Most not;dancers;boxers|NVC,syllogistic-generalized,single-choice,participant_2,102,1884.0,OE3,NVC,male,doctorate,5,50,75,50,yes,just imagined the groups in my head,no,10,90,50,yes,none,no,2
